uniprot_id,ptm_enzyme,site,ptm_type,score,source
E9PAV3,P49841,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
F1D8P7,P22607,Y,Phosphorylation,1.0,UniProt
F7VJQ1,Q00535,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
F7VJQ1,Q05397,unknown,Phosphorylation,40.09,PhosphoNetworks
F7VJQ1,Q06418,unknown,Phosphorylation,2.58,PhosphoNetworks
I6L996,P06239,Y,Phosphorylation,1.0,UniProt
I6L996,P07947,Y,Phosphorylation,1.0,UniProt
O00139,P06493,unknown,Phosphorylation,1.0,Reactome
O00139,P53350,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
O00141,O15530,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
O00141,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00141,P42345,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
O00141,Q13164,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00141,Q9HC98,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00148,Q92989,unknown,Phosphorylation,1.0,Reactome
O00159,P49841,unknown,Phosphorylation,0.2,SIGNOR
O00161,O14920,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
O00161,O15111,unknown,Phosphorylation,1.0,Reactome
O00161,P17252,unknown,Phosphorylation,100.0,PhosphoNetworks
O00167,P51957,unknown,Phosphorylation,5.22,PhosphoNetworks
O00167,Q13315,unknown,Phosphorylation,1.0,Reactome
O00168,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00168,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00170,P00533,Y,Phosphorylation,1.0,UniProt
O00170,P68400,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00186,P05129,unknown,Phosphorylation,1.0,Reactome
O00186,P05771,unknown,Phosphorylation,1.0,Reactome
O00186,P06213,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00186,P17252,unknown,Phosphorylation,1.0,Reactome
O00206,P12931,unknown,Phosphorylation,0.588,SIGNOR
O00206,Q15139,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00213,P00519,Y547,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00213,P00533,Y,Phosphorylation,1.0,UniProt
O00213,P04626,Y,Phosphorylation,1.0,UniProt
O00213,P28482,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
O00213,P45983,unknown,Phosphorylation,2.75,PhosphoNetworks
O00213,Q00535,unknown,Phosphorylation,7.87,PhosphoNetworks
O00221,O14920,unknown,Phosphorylation,1.0,Reactome
O00221,O15111,unknown,Phosphorylation,1.0,Reactome
O00222,P25098,unknown,Phosphorylation,1.0,Reactome
O00222,P32298,unknown,Phosphorylation,1.0,Reactome
O00222,P34947,unknown,Phosphorylation,1.0,Reactome
O00222,P35626,unknown,Phosphorylation,1.0,Reactome
O00222,P43250,unknown,Phosphorylation,1.0,Reactome
O00222,Q15835,unknown,Phosphorylation,1.0,Reactome
O00222,Q8WTQ7,unknown,Phosphorylation,1.0,Reactome
O00238,Q13873,unknown,Phosphorylation,0.625,SIGNOR
O00254,Q15835,unknown,Phosphorylation,0.2,SIGNOR
O00255,Q13153,unknown,Phosphorylation,40.66,PhosphoNetworks
O00255,Q13315,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00257,P22607,Y,Phosphorylation,1.0,UniProt
O00257,Q15759,unknown,Phosphorylation,1.0,Reactome
O00257,Q16539,unknown,Phosphorylation,1.0,Reactome
O00257,Q16644,unknown,Phosphorylation,1.0,Reactome
O00257,Q9H2X6,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
O00264,Q16539,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00267,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00267,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00267,P28482,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00267,P45984,unknown,Phosphorylation,2.75,PhosphoNetworks
O00267,P50750,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00268,P50613,unknown,Phosphorylation,1.0,Reactome
O00303,P21127,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00303,Q9BWU1,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00308,Q07912,unknown,Phosphorylation,0.34,SIGNOR
O00311,O14757,unknown,Phosphorylation,0.737,SIGNOR
O00311,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00311,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00311,Q13535,unknown,Phosphorylation,1.0,Reactome
O00327,P31751,unknown,Phosphorylation,0.359,SIGNOR
O00327,P68400,unknown,Phosphorylation,1.0,Reactome
O00329,O00329,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00330,Q15118,unknown,Phosphorylation,1.0,Reactome
O00330,Q15120,unknown,Phosphorylation,1.0,Reactome
O00330,Q16654,unknown,Phosphorylation,1.0,Reactome
O00399,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00401,P00519,Y175;Y256,Phosphorylation,1.0,iPTMnet
O00401,P12931,unknown,Phosphorylation,0.761,SIGNOR
O00401,P42684,Y256,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00401,Q05397,Y256,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR;iPTMnet
O00401,Q07912,unknown,Phosphorylation,0.309,SIGNOR
O00401,Q13882,Y,Phosphorylation,1.0,UniProt
O00418,O00418,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,O15264,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
O00418,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,P23443,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;Reactome
O00418,P42345,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,P49137,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,P54646,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,Q13131,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,Q15418,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,Q15759,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,Q96QT4,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,Q9UBS0,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00422,Q13523,unknown,Phosphorylation,1.0,Reactome
O00425,Q13627,Y,Phosphorylation,1.0,UniProt
O00429,P00519,Y266;Y368;Y449,Phosphorylation,0.26,SIGNOR
O00429,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,P27361,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,P28482,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,P49841,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,Q00535,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,Q05655,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00443,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00443,P08069,unknown,Phosphorylation,0.275,SIGNOR
O00443,Q05397,unknown,Phosphorylation,1.0,Reactome
O00443,Q14289,unknown,Phosphorylation,1.0,Reactome
O00444,O00444,Y177,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00444,P53350,unknown,Phosphorylation,1.0,Reactome
O00459,P00533,Y,Phosphorylation,1.0,UniProt
O00459,P04626,Y,Phosphorylation,1.0,UniProt
O00459,P08069,Y,Phosphorylation,1.0,UniProt
O00459,P08581,Y,Phosphorylation,1.0,UniProt
O00459,P09619,Y,Phosphorylation,1.0,UniProt
O00459,P10721,Y,Phosphorylation,1.0,UniProt
O00459,P21860,Y,Phosphorylation,1.0,UniProt
O00459,P35968,unknown,Phosphorylation,1.0,Reactome
O00459,Q05397,unknown,Phosphorylation,1.0,Reactome
O00459,Q14289,unknown,Phosphorylation,1.0,Reactome
O00471,Q13882,Y,Phosphorylation,1.0,UniProt
O00472,P22607,Y,Phosphorylation,1.0,UniProt
O00472,P50613,unknown,Phosphorylation,1.0,Reactome
O00472,P50750,unknown,Phosphorylation,1.0,Reactome
O00482,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00501,Q15835,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00560,O75385,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00560,P12931,Y,Phosphorylation,1.0,PhosphoSitePlus;UniProt
O00560,P49760,Y,Phosphorylation,1.0,UniProt
O00560,P49761,Y,Phosphorylation,1.0,UniProt
O00562,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00562,P28482,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
O00566,Q96GD4,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00571,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00571,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00571,Q14164,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00571,Q96GD4,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00571,Q9UHD2,unknown,Phosphorylation,0.723,SIGNOR
O00625,P41743,unknown,Phosphorylation,10.19,PhosphoNetworks
O00625,Q9UEE5,unknown,Phosphorylation,1.93,PhosphoNetworks
O00631,Q9UQM7,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00716,O14757,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00716,O96017,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00716,Q04771,unknown,Phosphorylation,2.7,PhosphoNetworks
O00750,P00533,Y,Phosphorylation,1.0,SIGNOR;UniProt
O00750,P04626,Y,Phosphorylation,1.0,UniProt
O00750,Q05397,unknown,Phosphorylation,1.0,Reactome
O00750,Q14289,unknown,Phosphorylation,1.0,Reactome
O00755,P22607,Y,Phosphorylation,1.0,UniProt
O00762,P53350,unknown,Phosphorylation,1.0,Reactome
O00763,Q13131,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14490,Q13554,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14490,Q9UQM7,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14492,P04629,unknown,Phosphorylation,0.547,SIGNOR
O14492,P06213,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14492,P08631,Y,Phosphorylation,1.0,UniProt
O14492,P49759,Y,Phosphorylation,1.0,UniProt
O14492,P49761,Y,Phosphorylation,1.0,UniProt
O14493,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14493,P29317,Y208,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O14497,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14503,Q01974,Y,Phosphorylation,1.0,UniProt
O14508,P07947,Y,Phosphorylation,1.0,UniProt
O14508,P10721,Y,Phosphorylation,1.0,UniProt
O14511,P12931,unknown,Phosphorylation,1.0,Reactome
O14512,P07947,Y,Phosphorylation,1.0,UniProt
O14519,O60285,unknown,Phosphorylation,12.84,PhosphoNetworks
O14519,P11802,unknown,Phosphorylation,50.32,PhosphoNetworks
O14519,P22607,Y,Phosphorylation,1.0,UniProt
O14519,P30291,unknown,Phosphorylation,50.32,PhosphoNetworks
O14519,P31749,unknown,Phosphorylation,2.67,PhosphoNetworks
O14519,Q00535,unknown,Phosphorylation,2.91,PhosphoNetworks
O14519,Q14164,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14519,Q9UEE5,unknown,Phosphorylation,5.31,PhosphoNetworks
O14522,P06241,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14526,Q13882,Y,Phosphorylation,1.0,UniProt
O14531,P06241,unknown,Phosphorylation,1.0,Reactome
O14531,P07332,unknown,Phosphorylation,1.0,Reactome
O14531,P49841,unknown,Phosphorylation,1.0,Reactome
O14531,Q00535,unknown,Phosphorylation,1.0,Reactome
O14543,O60674,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14543,P06213,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14543,P06239,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
O14543,P07947,Y,Phosphorylation,1.0,UniProt
O14543,P10721,Y,Phosphorylation,1.0,UniProt
O14543,P42681,Y,Phosphorylation,1.0,UniProt
O14543,P51451,Y,Phosphorylation,1.0,UniProt
O14544,P08581,Y,Phosphorylation,1.0,UniProt
O14544,P10721,Y,Phosphorylation,1.0,UniProt
O14544,P22607,Y,Phosphorylation,1.0,UniProt
O14544,P42681,Y,Phosphorylation,1.0,UniProt
O14548,Q99683,unknown,Phosphorylation,0.2,SIGNOR
O14558,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14558,Q13976,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14559,P06241,Y406,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
O14576,P06493,unknown,Phosphorylation,1.0,Reactome
O14576,P43405,Y,Phosphorylation,1.0,UniProt
O14576,P53350,unknown,Phosphorylation,1.0,Reactome
O14578,P12931,unknown,Phosphorylation,0.274,SIGNOR
O14578,Q96GD4,unknown,Phosphorylation,0.283,SIGNOR
O14610,P34947,unknown,Phosphorylation,1.0,Reactome
O14613,P28482,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14613,Q16659,unknown,Phosphorylation,1.0,Reactome
O14613,Q8IW41,unknown,Phosphorylation,1.0,Reactome
O14640,P19784,unknown,Phosphorylation,1.0,Reactome
O14640,P49674,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14640,P68400,unknown,Phosphorylation,1.0,Reactome
O14640,P78368,unknown,Phosphorylation,1.0,Reactome
O14641,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14641,P19784,unknown,Phosphorylation,1.0,Reactome
O14641,P22607,Y,Phosphorylation,1.0,UniProt
O14641,P48730,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14641,P49674,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14641,P53350,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14641,P68400,unknown,Phosphorylation,1.0,Reactome
O14641,P78368,unknown,Phosphorylation,1.0,Reactome
O14645,P06241,Y,Phosphorylation,1.0,UniProt
O14649,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14649,P51812,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14649,Q02156,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14653,P48730,unknown,Phosphorylation,1.0,Reactome
O14654,P00533,Y,Phosphorylation,1.0,UniProt
O14654,P08069,unknown,Phosphorylation,0.658,SIGNOR
O14672,P00519,Y,Phosphorylation,1.0,UniProt
O14672,P06239,Y,Phosphorylation,1.0,UniProt
O14672,P06241,Y,Phosphorylation,1.0,UniProt
O14672,P07947,Y,Phosphorylation,1.0,UniProt
O14672,P08631,Y,Phosphorylation,1.0,UniProt
O14672,P12931,Y,Phosphorylation,1.0,UniProt
O14686,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14713,Q9UQM7,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14715,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14727,P27361,unknown,Phosphorylation,1.0,Reactome
O14727,P28482,unknown,Phosphorylation,1.0,Reactome
O14727,Q15418,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14733,O43283,unknown,Phosphorylation,15.18,PhosphoNetworks;SIGNOR
O14733,O43318,unknown,Phosphorylation,1.0,Reactome;SIGNOR
O14733,O43353,unknown,Phosphorylation,14.91,PhosphoNetworks;Reactome;SIGNOR
O14733,P51617,unknown,Phosphorylation,1.0,Reactome
O14733,P51955,unknown,Phosphorylation,2.25,PhosphoNetworks
O14733,P53779,unknown,Phosphorylation,13.8,PhosphoNetworks
O14733,Q12852,unknown,Phosphorylation,0.557,SIGNOR
O14733,Q13233,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR
O14733,Q99683,unknown,Phosphorylation,0.595,SIGNOR
O14733,Q9NYL2,unknown,Phosphorylation,0.2,SIGNOR
O14733,Q9Y2U5,unknown,Phosphorylation,0.603,SIGNOR
O14737,P11802,unknown,Phosphorylation,10.1,PhosphoNetworks
O14737,P68400,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14744,O60674,Y297,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR;iPTMnet
O14744,P12931,Y324,Phosphorylation,0.262,SIGNOR
O14745,P09619,Y,Phosphorylation,1.0,UniProt
O14746,P00519,unknown,Phosphorylation,0.662,SIGNOR
O14746,P12931,Y707,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14746,P31749,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14746,Q92630,unknown,Phosphorylation,0.445,SIGNOR
O14757,O14757,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14757,O15264,unknown,Phosphorylation,12.61,PhosphoNetworks
O14757,O60285,unknown,Phosphorylation,12.84,PhosphoNetworks
O14757,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14757,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14757,P31749,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14757,P41279,unknown,Phosphorylation,15.18,PhosphoNetworks;PhosphoSitePlus
O14757,P51617,unknown,Phosphorylation,16.61,PhosphoNetworks
O14757,Q00526,unknown,Phosphorylation,16.61,PhosphoNetworks
O14757,Q07912,unknown,Phosphorylation,4.49,PhosphoNetworks
O14757,Q08345,unknown,Phosphorylation,3.24,PhosphoNetworks
O14757,Q13164,unknown,Phosphorylation,0.275,SIGNOR
O14757,Q13315,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14757,Q13535,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
O14757,Q86Z02,unknown,Phosphorylation,34.33,PhosphoNetworks
O14757,Q8IW41,unknown,Phosphorylation,2.97,PhosphoNetworks
O14757,Q96S53,unknown,Phosphorylation,3.24,PhosphoNetworks
O14770,Q13882,Y,Phosphorylation,1.0,UniProt
O14771,P51956,unknown,Phosphorylation,1.93,PhosphoNetworks
O14771,Q7KZI7,unknown,Phosphorylation,1.7,PhosphoNetworks
O14773,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14775,P17252,unknown,Phosphorylation,1.0,Reactome
O14775,P34947,unknown,Phosphorylation,1.0,Reactome
O14775,Q04759,unknown,Phosphorylation,1.0,Reactome
O14777,P06493,unknown,Phosphorylation,1.0,Reactome
O14777,P33981,Y,Phosphorylation,1.0,UniProt
O14777,P51955,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
O14777,P53350,unknown,Phosphorylation,1.0,Reactome
O14777,Q96GD4,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14777,Q96PY6,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14786,P07332,unknown,Phosphorylation,1.0,Reactome
O14786,P35968,Y,Phosphorylation,1.0,UniProt
O14786,P49841,unknown,Phosphorylation,1.0,Reactome
O14796,P08581,Y,Phosphorylation,1.0,UniProt
O14796,P10721,Y,Phosphorylation,1.0,UniProt
O14796,P12931,Y,Phosphorylation,1.0,UniProt
O14796,P51451,Y,Phosphorylation,1.0,UniProt
O14796,Q07912,Y,Phosphorylation,1.0,UniProt
O14813,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14818,P00519,Y106;Y153,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14818,P42684,Y153,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14818,Q9HC98,unknown,Phosphorylation,2.91,PhosphoNetworks
O14827,Q00535,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14828,P00533,Y41,Phosphorylation,1.0,iPTMnet
O14832,P29323,Y,Phosphorylation,1.0,UniProt
O14874,P12931,Y246,Phosphorylation,0.2,SIGNOR
O14901,P06241,Y,Phosphorylation,1.0,UniProt
O14920,O00141,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14920,O14920,unknown,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O14920,O15530,unknown,Phosphorylation,1.0,Reactome
O14920,O43318,unknown,Phosphorylation,0.754,SIGNOR
O14920,P05771,unknown,Phosphorylation,1.0,Reactome
O14920,P12931,Y188;Y199,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14920,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14920,P51617,unknown,Phosphorylation,1.0,Reactome
O14920,P53350,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14920,P54646,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14920,Q02156,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14920,Q04759,unknown,Phosphorylation,1.0,Reactome
O14920,Q05397,unknown,Phosphorylation,1.0,Reactome
O14920,Q05513,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14920,Q05655,unknown,Phosphorylation,1.0,Reactome
O14920,Q13233,unknown,Phosphorylation,1.0,Reactome;SIGNOR
O14920,Q99558,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
O14920,Q9UHD2,unknown,Phosphorylation,0.402,SIGNOR
O14921,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14925,P04049,unknown,Phosphorylation,9.14,PhosphoNetworks
O14936,O14936,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14936,Q00535,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
O14939,P00533,Y179;Y296,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14939,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14939,P17252,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
O14939,P52333,Y415,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14939,Q00535,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14939,Q05397,unknown,Phosphorylation,0.32,SIGNOR
O14939,Q05655,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14944,P00533,Y,Phosphorylation,1.0,UniProt
O14950,O14578,unknown,Phosphorylation,1.0,Reactome
O14950,O43293,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14950,O75116,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR
O14950,O96013,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14950,P53355,unknown,Phosphorylation,1.0,PhosphoSitePlus
