uniprot_id,ptm_enzyme,site,ptm_type,score,source
A6NLX3,Q00535,S/T,Phosphorylation,1.0,UniProt
A7MCY6,Q14164,S/T,Phosphorylation,1.0,UniProt
A7MCY6,Q9UHD2,S/T,Phosphorylation,1.0,UniProt
A7MD48,P49759,S/T,Phosphorylation,1.0,UniProt
A7MD48,Q9HAZ1,S/T,Phosphorylation,1.0,UniProt
A7Y3Z3,Q96SB4,S/T,Phosphorylation,1.0,UniProt
A8CG34,P06493,unknown,Phosphorylation,1.0,Reactome
A8CG34,Q8TD19,unknown,Phosphorylation,1.0,Reactome
A8CG34,Q9HC98,unknown,Phosphorylation,1.0,Reactome
A8K161,Q9UQM7,T286;T305,Phosphorylation,1.0,iPTMnet
A8K4G0,P06241,unknown,Phosphorylation,1.0,PhosphoSitePlus
A8K8P3,P53350,unknown,Phosphorylation,1.0,Reactome
A8MQ03,O75716,S/T,Phosphorylation,1.0,UniProt
A8MQ03,P54646,S/T,Phosphorylation,1.0,UniProt
A8MQ03,Q07912,S/T,Phosphorylation,1.0,UniProt
A8MQ03,Q16512,S/T,Phosphorylation,1.0,UniProt
A8MQ03,Q6VAB6,S/T,Phosphorylation,1.0,UniProt
A8MQ03,Q8IVW4,S/T,Phosphorylation,1.0,UniProt
A8MTQ0,P0C264,S/T,Phosphorylation,1.0,UniProt
A8MU46,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
A8MUP2,O75716,S/T,Phosphorylation,1.0,UniProt
A8MW99,Q96PN8,S/T,Phosphorylation,1.0,UniProt
A8MYZ6,P31749,unknown,Phosphorylation,0.652,SIGNOR
A8MYZ6,P48729,unknown,Phosphorylation,0.2,SIGNOR
A8MYZ6,Q13627,unknown,Phosphorylation,0.306,SIGNOR
B2RUY7,P57078,S/T,Phosphorylation,1.0,UniProt
B2RWP4,P49760,S/T,Phosphorylation,1.0,UniProt
B2RXF5,P28482,S/T,Phosphorylation,1.0,UniProt
B3EWF7,Q13131,unknown,Phosphorylation,1.0,PhosphoSitePlus
B3KWQ7,Q13554,S/T,Phosphorylation,1.0,UniProt
B3KX85,Q13153,S/T,Phosphorylation,1.0,UniProt
B5Z6S0,O43318,S/T,Phosphorylation,1.0,UniProt
B7UI21,Q13546,S/T,Phosphorylation,1.0,UniProt
C0HM02,Q13546,unknown,Phosphorylation,1.0,Reactome
C0HMD6,Q13315,unknown,Phosphorylation,1.0,Reactome
C6GKH1,Q02156,S/T,Phosphorylation,1.0,UniProt
C6GKH1,Q05655,S/T,Phosphorylation,1.0,UniProt
C9JLW8,P27361,S21;T30,Phosphorylation,1.0,SIGNOR;iPTMnet
C9JLW8,P28482,S21;T30,Phosphorylation,1.0,SIGNOR;iPTMnet
D3DU92,P49760,S/T,Phosphorylation,1.0,UniProt
D3DU92,P78362,S/T,Phosphorylation,1.0,UniProt
E9PAV3,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
E9PAV3,P49841,T2022,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
F1D8S2,P54646,S313,Phosphorylation,1.0,iPTMnet
F1D8S2,Q16539,S167,Phosphorylation,1.0,iPTMnet
F6Y2X3,Q8TDX7,S/T,Phosphorylation,1.0,UniProt
F7VJQ1,Q00535,unknown,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
F7VJQ1,Q05397,unknown,Phosphorylation,40.09,PhosphoNetworks
F7VJQ1,Q06418,unknown,Phosphorylation,2.58,PhosphoNetworks
G5E9A7,Q9NRP7,S/T,Phosphorylation,1.0,UniProt
I6W9F2,Q9UHD2,S/T,Phosphorylation,1.0,UniProt
K7Y1A2,Q14164,S/T,Phosphorylation,1.0,UniProt
K7Y1A2,Q9UHD2,S/T,Phosphorylation,1.0,UniProt
K9N5R3,Q6P0Q8,S/T,Phosphorylation,1.0,UniProt
O00139,P06493,unknown,Phosphorylation,1.0,Reactome
O00139,P53350,T554,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR
O00141,O00141,S422,Phosphorylation,1.0,iPTMnet
O00141,O15530,S422;T256,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR;iPTMnet
O00141,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00141,P42345,S422,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR;iPTMnet
O00141,Q13164,S78,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00141,Q6A1A2,T256,Phosphorylation,1.0,SIGNOR;iPTMnet
O00141,Q9HC98,S377;S422,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00148,Q92989,unknown,Phosphorylation,1.0,Reactome
O00154,Q13554,S/T,Phosphorylation,1.0,UniProt
O00159,P49841,unknown,Phosphorylation,0.2,SIGNOR
O00161,O14920,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome
O00161,O15111,unknown,Phosphorylation,1.0,Reactome
O00161,P14618,S95,Phosphorylation,1.0,iPTMnet
O00161,P17252,S108;S161;S23;T24,Phosphorylation,100.0,PhosphoNetworks;SIGNOR;iPTMnet
O00167,P51957,unknown,Phosphorylation,5.22,PhosphoNetworks
O00167,Q07002,S/T,Phosphorylation,1.0,UniProt
O00167,Q13315,unknown,Phosphorylation,1.0,Reactome
O00167,Q96PN8,S/T,Phosphorylation,1.0,UniProt
O00168,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00168,P17612,S83;S88,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00170,P68400,S/T,Phosphorylation,1.0,PhosphoSitePlus;UniProt
O00186,P05129,unknown,Phosphorylation,1.0,Reactome
O00186,P05771,unknown,Phosphorylation,1.0,Reactome
O00186,P06213,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00186,P17252,unknown,Phosphorylation,1.0,Reactome
O00203,Q13535,S1092,Phosphorylation,1.0,iPTMnet
O00203,Q5S007,S/T,Phosphorylation,1.0,UniProt
O00206,P12931,unknown,Phosphorylation,0.588,SIGNOR
O00206,Q15139,S790,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00213,O00141,S610,Phosphorylation,0.347,SIGNOR
O00213,P00519,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00213,P27361,S175;S287;S347;T709,Phosphorylation,1.0,SIGNOR;iPTMnet
O00213,P28482,S175;S287;S347;T709,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
O00213,P45983,unknown,Phosphorylation,2.75,PhosphoNetworks
O00213,P49841,T579,Phosphorylation,0.294,SIGNOR
O00213,Q00535,unknown,Phosphorylation,7.87,PhosphoNetworks
O00214,Q8TDX7,S/T,Phosphorylation,1.0,UniProt
O00221,O14920,unknown,Phosphorylation,1.0,Reactome
O00221,O15111,unknown,Phosphorylation,1.0,Reactome
O00222,P25098,unknown,Phosphorylation,1.0,Reactome
O00222,P32298,unknown,Phosphorylation,1.0,Reactome
O00222,P34947,unknown,Phosphorylation,1.0,Reactome
O00222,P35626,unknown,Phosphorylation,1.0,Reactome
O00222,P43250,unknown,Phosphorylation,1.0,Reactome
O00222,Q15835,unknown,Phosphorylation,1.0,Reactome
O00222,Q8WTQ7,unknown,Phosphorylation,1.0,Reactome
O00238,Q13873,unknown,Phosphorylation,0.625,SIGNOR
O00254,Q15835,unknown,Phosphorylation,0.2,SIGNOR
O00255,P15056,S/T,Phosphorylation,1.0,UniProt
O00255,Q13153,unknown,Phosphorylation,40.66,PhosphoNetworks
O00255,Q13315,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00257,P48729,T437,Phosphorylation,0.2,SIGNOR
O00257,P68400,S/T,Phosphorylation,1.0,UniProt
O00257,Q15759,unknown,Phosphorylation,1.0,Reactome
O00257,Q16539,unknown,Phosphorylation,1.0,Reactome
O00257,Q16644,unknown,Phosphorylation,1.0,Reactome
O00257,Q9H2X6,T497,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00264,Q16539,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00267,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00267,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00267,P28482,S666,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00267,P45984,unknown,Phosphorylation,2.75,PhosphoNetworks
O00267,P50613,S/T,Phosphorylation,1.0,UniProt
O00267,P50750,T768;T775;T784;T791;T799;T806;T814,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00268,P50613,unknown,Phosphorylation,1.0,Reactome
O00303,P21127,S46;T119,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
O00303,Q16512,S/T,Phosphorylation,1.0,UniProt
O00303,Q9BWU1,S46,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00308,P54646,S/T,Phosphorylation,1.0,UniProt
O00308,Q07912,unknown,Phosphorylation,0.34,SIGNOR
O00311,O14757,unknown,Phosphorylation,0.737,SIGNOR
O00311,P06493,T376,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00311,P24941,T376,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00311,Q13535,unknown,Phosphorylation,1.0,Reactome
O00327,P31751,unknown,Phosphorylation,0.359,SIGNOR
O00327,P49841,S17;T21,Phosphorylation,1.0,SIGNOR;iPTMnet
O00327,P68400,unknown,Phosphorylation,1.0,Reactome
O00329,O00329,S1039,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00330,Q15118,unknown,Phosphorylation,1.0,Reactome
O00330,Q15120,unknown,Phosphorylation,1.0,Reactome
O00330,Q16654,unknown,Phosphorylation,1.0,Reactome
O00399,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00401,O96013,S/T,Phosphorylation,1.0,UniProt
O00401,P12931,unknown,Phosphorylation,0.761,SIGNOR
O00401,P42684,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00401,Q05397,unknown,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR
O00401,Q07912,unknown,Phosphorylation,0.309,SIGNOR
O00401,Q13627,T199;T205;T262,Phosphorylation,1.0,iPTMnet
O00418,O00418,S366;S441;S445;S474;S491;S500;S61;S66;S78;T348;T353,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00418,O15264,S359;S396,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
O00418,P06493,S359,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00418,P17612,S366;S500,Phosphorylation,1.0,iPTMnet
O00418,P23443,S366,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;Reactome;SIGNOR;iPTMnet
O00418,P42345,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00418,P45983,S396,Phosphorylation,1.0,iPTMnet
O00418,P45984,S396,Phosphorylation,1.0,iPTMnet
O00418,P49137,S377,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00418,P53778,S396,Phosphorylation,1.0,iPTMnet
O00418,P54646,S366;S398;S78,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00418,Q13131,S366;S398;S78,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00418,Q15418,S366,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00418,Q15759,S396,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00418,Q16539,S396,Phosphorylation,1.0,iPTMnet
O00418,Q16644,S377,Phosphorylation,1.0,iPTMnet
O00418,Q8IW41,S377,Phosphorylation,1.0,iPTMnet
O00418,Q96QT4,S78,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00418,Q9UBS0,S366,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00422,Q13523,unknown,Phosphorylation,1.0,Reactome
O00425,Q13627,S/T,Phosphorylation,1.0,UniProt
O00429,P06493,S616,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
O00429,P17612,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,P27361,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00429,P28482,S616,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00429,P42345,S616,Phosphorylation,0.345,SIGNOR
O00429,P49841,S40;S44,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
O00429,Q00535,S616,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR
O00429,Q05655,S579;S616,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00429,Q13131,S637,Phosphorylation,1.0,iPTMnet
O00429,Q13464,S637,Phosphorylation,1.0,iPTMnet
O00429,Q13546,S616,Phosphorylation,0.513,SIGNOR
O00429,Q5S007,T595,Phosphorylation,1.0,SIGNOR;UniProt
O00429,Q9BXM7,S616,Phosphorylation,0.601,SIGNOR
O00443,P06493,S259,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00443,P08069,unknown,Phosphorylation,0.275,SIGNOR
O00443,Q05397,unknown,Phosphorylation,1.0,Reactome
O00443,Q14289,unknown,Phosphorylation,1.0,Reactome
O00444,O00444,S22;S282;S285;S291;S297;S298;S301;S303;S305;T170;T289;T292;T295;T300,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00444,P53350,unknown,Phosphorylation,1.0,Reactome
O00459,P35968,unknown,Phosphorylation,1.0,Reactome
O00459,P42336,S/T,Phosphorylation,1.0,UniProt
O00459,Q05397,unknown,Phosphorylation,1.0,Reactome
O00459,Q14289,unknown,Phosphorylation,1.0,Reactome
O00472,P50613,unknown,Phosphorylation,1.0,Reactome
O00472,P50750,unknown,Phosphorylation,1.0,Reactome
O00482,P17612,S510,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O00501,Q15835,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00505,P45984,S/T,Phosphorylation,1.0,UniProt
O00506,O00506,T174,Phosphorylation,1.0,iPTMnet
O00560,O75385,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00560,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00560,P45984,S/T,Phosphorylation,1.0,UniProt
O00560,P49760,S/T,Phosphorylation,1.0,UniProt
O00560,P49761,S/T,Phosphorylation,1.0,UniProt
O00562,P06493,S382;T287,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00562,P28482,T1223;T794,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus;SIGNOR;iPTMnet
O00566,Q96GD4,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00571,P06493,T204;T323,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00571,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00571,Q14164,S/T,Phosphorylation,1.0,PhosphoSitePlus;UniProt
O00571,Q96GD4,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00571,Q9UHD2,unknown,Phosphorylation,0.723,SIGNOR
O00625,P41743,unknown,Phosphorylation,10.19,PhosphoNetworks
O00625,Q9UEE5,unknown,Phosphorylation,1.93,PhosphoNetworks
O00631,Q9UQM7,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00635,Q13546,S/T,Phosphorylation,1.0,UniProt
O00716,O14757,S124,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O00716,O96017,unknown,Phosphorylation,1.0,PhosphoSitePlus
O00716,Q04771,unknown,Phosphorylation,2.7,PhosphoNetworks
O00743,O43318,S/T,Phosphorylation,1.0,UniProt
O00746,Q96PN8,S/T,Phosphorylation,1.0,UniProt
O00750,P00533,unknown,Phosphorylation,0.439,SIGNOR
O00750,Q05397,unknown,Phosphorylation,1.0,Reactome
O00750,Q14289,unknown,Phosphorylation,1.0,Reactome
O00762,P53350,unknown,Phosphorylation,1.0,Reactome
O00762,Q13164,S/T,Phosphorylation,1.0,UniProt
O00763,P54646,S222,Phosphorylation,1.0,SIGNOR;iPTMnet
O00763,Q13131,unknown,Phosphorylation,1.0,PhosphoSitePlus
O02696,P48736,S/T,Phosphorylation,1.0,UniProt
O08734,O75460,S/T,Phosphorylation,1.0,UniProt
O14490,Q00535,S77,Phosphorylation,0.409,SIGNOR
O14490,Q13554,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14490,Q9UQM7,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14492,P04629,unknown,Phosphorylation,0.547,SIGNOR
O14492,P06213,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14492,P31749,S598,Phosphorylation,1.0,iPTMnet
O14492,P49759,S/T,Phosphorylation,1.0,UniProt
O14492,P49761,S/T,Phosphorylation,1.0,UniProt
O14493,P17252,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14493,P29317,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14494,P17612,S/T,Phosphorylation,1.0,UniProt
O14494,P48730,S/T,Phosphorylation,1.0,UniProt
O14494,Q9UQM7,S/T,Phosphorylation,1.0,UniProt
O14497,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14503,P48729,S243,Phosphorylation,0.2,SIGNOR
O14503,Q13131,S/T,Phosphorylation,1.0,UniProt
O14503,Q9HC98,S/T,Phosphorylation,1.0,UniProt
O14508,O75716,S/T,Phosphorylation,1.0,UniProt
O14511,P12931,unknown,Phosphorylation,1.0,Reactome
O14519,O60285,unknown,Phosphorylation,12.84,PhosphoNetworks
O14519,P11802,unknown,Phosphorylation,50.32,PhosphoNetworks
O14519,P30291,unknown,Phosphorylation,50.32,PhosphoNetworks
O14519,P31749,unknown,Phosphorylation,2.67,PhosphoNetworks
O14519,Q00535,unknown,Phosphorylation,2.91,PhosphoNetworks
O14519,Q14164,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14519,Q9UEE5,unknown,Phosphorylation,5.31,PhosphoNetworks
O14522,P06241,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14531,P06241,unknown,Phosphorylation,1.0,Reactome
O14531,P07332,unknown,Phosphorylation,1.0,Reactome
O14531,P17612,S/T,Phosphorylation,1.0,UniProt
O14531,P37173,S/T,Phosphorylation,1.0,UniProt
O14531,P49841,unknown,Phosphorylation,1.0,Reactome
O14531,Q00535,unknown,Phosphorylation,1.0,Reactome
O14543,O60674,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14543,P06213,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14543,P06239,unknown,Phosphorylation,100.0,PhosphoNetworks;PhosphoSitePlus
O14544,O75460,S/T,Phosphorylation,1.0,UniProt
O14548,Q99683,unknown,Phosphorylation,0.2,SIGNOR
O14558,P17612,S16,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14558,Q13976,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14559,P06241,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14576,P06493,unknown,Phosphorylation,1.0,Reactome
O14576,P53350,unknown,Phosphorylation,1.0,Reactome
O14578,P12931,unknown,Phosphorylation,0.274,SIGNOR
O14578,Q96GD4,unknown,Phosphorylation,0.283,SIGNOR
O14610,P34947,unknown,Phosphorylation,1.0,Reactome
O14613,P28482,S101,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O14613,Q16659,unknown,Phosphorylation,1.0,Reactome
O14613,Q8IW41,unknown,Phosphorylation,1.0,Reactome
O14627,P54646,S/T,Phosphorylation,1.0,UniProt
O14627,Q13131,S/T,Phosphorylation,1.0,UniProt
O14640,P19784,unknown,Phosphorylation,1.0,Reactome
O14640,P49674,S139;S142,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
O14640,P68400,unknown,Phosphorylation,1.0,Reactome
O14640,P78368,unknown,Phosphorylation,1.0,Reactome
O14640,Q5S007,S/T,Phosphorylation,1.0,UniProt
O14641,P12931,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14641,P19784,unknown,Phosphorylation,1.0,Reactome
O14641,P48730,S143;T224,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14641,P49674,S143;T224,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
O14641,P53350,T206,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;UniProt;iPTMnet
O14641,P57078,S298;S480,Phosphorylation,1.0,SIGNOR;UniProt
O14641,P68400,unknown,Phosphorylation,1.0,Reactome
O14641,P78368,unknown,Phosphorylation,1.0,Reactome
O14641,Q5S007,S/T,Phosphorylation,1.0,UniProt
O14649,P17612,S393,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14649,P51812,S393,Phosphorylation,1.0,PhosphoSitePlus;SIGNOR;iPTMnet
O14649,Q02156,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14649,Q13464,S336;S393,Phosphorylation,1.0,SIGNOR;iPTMnet
O14653,P48730,unknown,Phosphorylation,1.0,Reactome
O14654,P08069,unknown,Phosphorylation,0.658,SIGNOR
O14654,P78368,S859,Phosphorylation,0.2,SIGNOR
O14686,O00141,S1331,Phosphorylation,0.283,SIGNOR
O14686,P24941,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14713,O96013,S10,Phosphorylation,0.2,SIGNOR
O14713,Q9UQM7,T38,Phosphorylation,1.0,PhosphoSitePlus;iPTMnet
O14715,P06493,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14727,P27361,unknown,Phosphorylation,1.0,Reactome
O14727,P28482,unknown,Phosphorylation,1.0,Reactome
O14727,Q15418,unknown,Phosphorylation,1.0,PhosphoSitePlus
O14730,Q9UHD2,S/T,Phosphorylation,1.0,UniProt
O14733,O43283,unknown,Phosphorylation,15.18,PhosphoNetworks;SIGNOR
O14733,O43318,S/T,Phosphorylation,1.0,Reactome;SIGNOR;UniProt
O14733,O43353,unknown,Phosphorylation,14.91,PhosphoNetworks;Reactome;SIGNOR
O14733,P45983,S/T,Phosphorylation,1.0,UniProt
O14733,P51617,unknown,Phosphorylation,1.0,Reactome
O14733,P51955,unknown,Phosphorylation,2.25,PhosphoNetworks
O14733,P53779,unknown,Phosphorylation,13.8,PhosphoNetworks
O14733,Q12852,unknown,Phosphorylation,0.557,SIGNOR
O14733,Q13233,S271;T275,Phosphorylation,1.0,PhosphoSitePlus;Reactome;SIGNOR;iPTMnet
O14733,Q5S007,S/T,Phosphorylation,1.0,UniProt
O14733,Q99683,unknown,Phosphorylation,0.595,SIGNOR
