uniprot_id,ptm_enzyme,site,ptm_type,score,source,evidence_level,has_curated_source,n_references,references,raw_sources
A6NLX3,Q00535,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A7MCY6,Q14164,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A7MCY6,Q9UHD2,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A7MD48,P49759,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A7MD48,Q9HAZ1,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A7Y3Z3,Q96SB4,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MQ03,O75716,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MQ03,P54646,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MQ03,Q07912,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MQ03,Q16512,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MQ03,Q6VAB6,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MQ03,Q8IVW4,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MTQ0,P0C264,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MUP2,O75716,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
A8MW99,Q96PN8,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
B2RUY7,P57078,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
B2RWP4,P49760,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
B2RXF5,P28482,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
B3KWQ7,Q13554,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
B3KX85,Q13153,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
B5Z6S0,O43318,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
B7UI21,Q13546,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
C6GKH1,Q02156,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
C6GKH1,Q05655,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
C9JLW8,P27361,S21;T30,Phosphorylation,1.0,PhosphoSitePlus;ProtMapper;SIGNOR,curated_literature,True,1,25728771,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;SIGNOR
C9JLW8,P28482,S21;T30,Phosphorylation,1.0,PhosphoSitePlus;ProtMapper;SIGNOR,curated_literature,True,1,25728771,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;SIGNOR
D3DU92,P49760,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
D3DU92,P78362,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
E2RYF7,O14965,T210,Phosphorylation,1.0,ProtMapper;Sparser_ProtMapper,literature_supported,False,1,26114094,ProtMapper;Sparser_ProtMapper
E2RYF7,P24941,T138,Phosphorylation,1.0,ProtMapper;Sparser_ProtMapper,literature_supported,False,1,26906453,ProtMapper;Sparser_ProtMapper
E9PAV3,P49841,T159;T2022;T869,Phosphorylation,4.0,HPRD;KEA;MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper;SIGNOR,curated_literature,True,1,15005626,HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;phosphoELM_MIMP
F6Y2X3,Q8TDX7,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
G5E9A7,Q9NRP7,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
I6W9F2,Q9UHD2,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
K7Y1A2,Q14164,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
K7Y1A2,Q9UHD2,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
K9N5R3,Q6P0Q8,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00139,Q6IQ55,S135,Phosphorylation,2.0,PhosphoSitePlus;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;Sparser_ProtMapper,curated_literature,True,1,26323690,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;Sparser_ProtMapper
O00141,O00141,S422,Phosphorylation,1.0,OmniPath;iPTMnet,literature_supported,False,1,25384981,iPTMnet_REST
O00141,O15530,S422;T256,Phosphorylation,20.0,HPRD;KEA;NCI-PID_ProtMapper;PhosphoELM;PhosphoSitePlus;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;Sparser_ProtMapper;dbPTM,curated_literature,True,12,10191262;10357815;11500365;11807089;12023960;12387817;12912918;15209375;23317821;24760523;24864229;25384981,HPRD;KEA;NCI-PID_ProtMapper;PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;phosphoELM
O00141,O43930,T464,Phosphorylation,3.0,MIMP;PhosphoELM;PhosphoSitePlus,curated_source,True,0,,MIMP;PhosphoSite_MIMP;phosphoELM_MIMP
O00141,P17252,T256,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00141,P17612,T369;T464,Phosphorylation,3.0,MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper,curated_source,True,0,,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;phosphoELM_MIMP
O00141,P24941,S78,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00141,P28482,S78,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00141,P42345,S422;S517,Phosphorylation,7.0,HPRD;MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper;REACH_ProtMapper;SIGNOR;Sparser_ProtMapper,curated_literature,True,5,18570873;18925875;21963429;21981278;28106162,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;phosphoELM_MIMP
O00141,P49841,S78,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00141,P51817,T464,Phosphorylation,3.0,MIMP;PhosphoELM;PhosphoSitePlus,curated_source,True,0,,MIMP;PhosphoSite_MIMP;phosphoELM_MIMP
O00141,P53778,S78,Phosphorylation,1.0,KEA,literature_supported,False,1,11254654,KEA
O00141,Q13164,S173;S74;S78;T369,Phosphorylation,9.0,HPRD;KEA;MIMP;PhosphoELM;PhosphoNetworks;PhosphoSitePlus;ProtMapper;SIGNOR;dbPTM,curated_literature,True,3,11254654;18691976;19369195,HPRD;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;dbPTM;phosphoELM;phosphoELM_MIMP
O00141,Q16539,S78,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00141,Q6A1A2,T256,Phosphorylation,2.0,ProtMapper;SIGNOR,curated_literature,True,1,10191262,ProtMapper;SIGNOR;SIGNOR_ProtMapper
O00141,Q9HC98,S377;S422;S472;S517,Phosphorylation,5.0,HPRD;KEA;MIMP;PhosphoELM;PhosphoNetworks;PhosphoSitePlus;ProtMapper;SIGNOR,curated_literature,True,2,10191262;12023960,HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;phosphoELM;phosphoELM_MIMP
O00148,O76039,T171,Phosphorylation,1.0,PhosphoNetworks,predicted_or_inferred,False,0,,PhosphoNetworks
O00148,P51957,S44,Phosphorylation,1.0,PhosphoNetworks,predicted_or_inferred,False,0,,PhosphoNetworks
O00148,Q9UEE5,S40,Phosphorylation,1.0,PhosphoNetworks,predicted_or_inferred,False,0,,PhosphoNetworks
O00154,Q13554,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00161,O14920,S95,Phosphorylation,3.0,PhosphoSitePlus;ProtMapper;REACH_ProtMapper;Sparser_ProtMapper,curated_literature,True,3,18692471;18936782;23592986,PhosphoSite;ProtMapper;REACH_ProtMapper;Sparser_ProtMapper
O00161,P17252,S108;S161;S23;T24,Phosphorylation,7.0,HPRD;KEA;MIMP;PhosphoELM;PhosphoNetworks;PhosphoSitePlus;ProtMapper;SIGNOR,curated_literature,True,6,12930825;17570479;18578522;19651622;20068231;20166139,HPRD;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;phosphoELM;phosphoELM_MIMP
O00165,Q05655,S210,Phosphorylation,1.0,PhosphoSitePlus,curated_source,True,0,,PhosphoSite
O00167,Q07002,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00167,Q96PN8,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00168,O43930,S83,Phosphorylation,4.0,HPRD;MIMP;PhosphoELM;PhosphoSitePlus,curated_source,True,0,,HPRD_MIMP;MIMP;PhosphoSite_MIMP;phosphoELM_MIMP
O00168,P17252,S83;S88,Phosphorylation,5.0,HPRD;KEA;MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper,curated_source,True,1,17570479,HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;phosphoELM_MIMP
O00168,P17612,S83;S88,Phosphorylation,3.0,HPRD;MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper;SIGNOR,curated_literature,True,2,15621037;21220422,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;phosphoELM_MIMP
O00168,P22612,S88,Phosphorylation,1.0,ProtMapper;Sparser_ProtMapper,literature_supported,False,1,24081980,ProtMapper;Sparser_ProtMapper
O00168,P51817,S83,Phosphorylation,4.0,HPRD;MIMP;PhosphoELM;PhosphoSitePlus,curated_source,True,0,,HPRD_MIMP;MIMP;PhosphoSite_MIMP;phosphoELM_MIMP
O00170,P68400,S/T;S43,Phosphorylation,3.0,HPRD;KEA;MIMP;PhosphoSitePlus;ProtMapper;SIGNOR;UniProt_InteractsWith,curated_literature,True,1,12361709,HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;UniProt_InteractsWith
O00192,P78527,S269,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00203,Q5S007,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00206,Q15139,S790,Phosphorylation,3.0,MIMP;PhosphoSitePlus;ProtMapper,curated_source,True,0,,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper
O00213,O00141,S610,Phosphorylation,1.0,PhosphoSitePlus;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper,curated_literature,True,1,26188042,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper
O00213,P27361,S175;S287;S347;T709,Phosphorylation,2.0,ProtMapper;SIGNOR,curated_literature,True,1,14697653,ProtMapper;SIGNOR;SIGNOR_ProtMapper
O00213,P28482,S175;S287;S347;T709,Phosphorylation,4.0,KEA;MIMP;PhosphoELM;PhosphoNetworks;PhosphoSitePlus;ProtMapper;SIGNOR,curated_literature,True,1,14697653,KEA;MIMP;PhosphoNetworks;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;phosphoELM;phosphoELM_MIMP
O00213,P45983,S175;S287;S347;T707,Phosphorylation,1.0,PhosphoNetworks,predicted_or_inferred,False,0,,PhosphoNetworks
O00213,P49841,T579,Phosphorylation,1.0,PhosphoSitePlus;ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper,curated_literature,True,1,28963516,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper
O00213,Q00535,S175;S287;S347,Phosphorylation,1.0,PhosphoNetworks,predicted_or_inferred,False,0,,PhosphoNetworks
O00213,Q13315,S228,Phosphorylation,1.0,PhosphoSitePlus,curated_source,True,0,,PhosphoSite
O00213,Q13535,S228,Phosphorylation,1.0,PhosphoSitePlus,curated_source,True,0,,PhosphoSite
O00214,Q8TDX7,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00231,P17612,S14,Phosphorylation,2.0,PhosphoSitePlus;ProtMapper,curated_source,True,0,,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper
O00255,P15056,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00255,Q13153,S452,Phosphorylation,1.0,PhosphoNetworks,predicted_or_inferred,False,0,,PhosphoNetworks
O00255,Q13315,S394;S399,Phosphorylation,4.0,HPRD;MIMP;PhosphoELM;PhosphoSitePlus,curated_source,True,0,,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;phosphoELM_MIMP
O00257,P48729,T437,Phosphorylation,1.0,PhosphoSitePlus,curated_source,True,0,,PhosphoSite
O00257,P68400,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00257,Q16539,T497,Phosphorylation,1.0,PhosphoSitePlus,curated_source,True,0,,PhosphoSite
O00257,Q9H2X6,T497,Phosphorylation,4.0,MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper,curated_source,True,0,,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;phosphoELM_MIMP
O00267,P06493,S666,Phosphorylation,5.0,HPRD;MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper,curated_source,True,0,,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;phosphoELM_MIMP
O00267,P24941,S666;T775;T791,Phosphorylation,5.0,HPRD;MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper,curated_source,True,0,,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;phosphoELM_MIMP
O00267,P28482,S666,Phosphorylation,1.0,iPTMnet;neXtProt,literature_supported,False,1,22028470,iPTMnet_REST;neXtProt
O00267,P45984,S666;S671;T1034;T775;T784;T799,Phosphorylation,1.0,PhosphoNetworks,predicted_or_inferred,False,0,,PhosphoNetworks
O00267,P50613,S/T;S773;S782;T775;T784,Phosphorylation,1.0,PhosphoSitePlus;UniProt_InteractsWith,curated_source,True,0,,PhosphoSite;UniProt_InteractsWith
O00267,P50750,S2;S666;S773;S782;T768;T775;T784;T791;T799;T806;T814,Phosphorylation,3.0,HPRD;MIMP;PhosphoSitePlus;ProtMapper;REACH_ProtMapper;SIGNOR;dbPTM,curated_literature,True,5,10757782;16427012;19941815;25849141;26399478,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;dbPTM
O00303,P21127,S/T;S46;T119,Phosphorylation,4.0,HPRD;KEA;MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper;REACH_ProtMapper;SIGNOR;UniProt_InteractsWith,curated_literature,True,3,12446680;19245811;19854136,HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;UniProt_InteractsWith;phosphoELM_MIMP
O00303,Q16512,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00303,Q9BWU1,S46;T119,Phosphorylation,5.0,HPRD;KEA;MIMP;PhosphoELM;PhosphoSitePlus;ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper,curated_literature,True,2,12446680;19854136,HPRD;HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper;phosphoELM;phosphoELM_MIMP
O00303,Q9UQ88,S46,Phosphorylation,1.0,KEA,literature_supported,False,1,12446680,KEA
O00305,P06493,S474;T377,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00305,P45983,S474;T377,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00305,P49841,S474,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
O00308,P54646,S/T,Phosphorylation,1.0,UniProt_InteractsWith,curated_source,True,0,,UniProt_InteractsWith
O00311,P06493,T376,Phosphorylation,3.0,HPRD;KEA;MIMP;PhosphoSitePlus;ProtMapper;SIGNOR,curated_literature,True,1,10846177,HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper
O00311,P11802,T376,Phosphorylation,1.0,ProtMapper;REACH_ProtMapper,literature_supported,False,1,10846177,ProtMapper;REACH_ProtMapper
O00311,P24941,T376,Phosphorylation,4.0,HPRD;KEA;MIMP;PhosphoSitePlus;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;Sparser_ProtMapper,curated_literature,True,2,10846177;27611229,HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper
O00327,P23443,S42,Phosphorylation,1.0,ProtMapper;Sparser_ProtMapper,literature_supported,False,1,29875682,ProtMapper;Sparser_ProtMapper
O00327,P49841,S17;T21,Phosphorylation,3.0,MIMP;PhosphoSitePlus;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;Sparser_ProtMapper,curated_literature,True,2,20049328;21924978,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper
O00327,P68400,S90,Phosphorylation,1.0,ProtMapper;Sparser_ProtMapper,literature_supported,False,1,26562092,ProtMapper;Sparser_ProtMapper
O00399,P06493,T186,Phosphorylation,3.0,MIMP;PhosphoSitePlus;ProtMapper,curated_source,True,0,,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper
O00401,O96013,S/T;S484;S485,Phosphorylation,1.0,PhosphoSitePlus;ProtMapper;REACH_ProtMapper;UniProt_InteractsWith,curated_literature,True,1,29100370,PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;UniProt_InteractsWith
O00401,Q07912,S242,Phosphorylation,1.0,dbPTM,literature_supported,False,1,16257963,dbPTM
O00418,O00418,S366;S396;S500;S78,Phosphorylation,4.0,PhosphoSitePlus;UniProt;iPTMnet;neXtProt,curated_literature,True,6,11500364;14709557;21112387;22216903;22329831;22669845,PSP;UniProt;iPTMnet_REST;neXtProt
O00418,O15264,S359;S396;S74,Phosphorylation,10.0,HPRD;KEA;MIMP;NCI-PID_ProtMapper;PhosphoELM;PhosphoNetworks;PhosphoSitePlus;ProtMapper;REACH_ProtMapper;SIGNOR;Sparser_ProtMapper;dbPTM,curated_literature,True,4,11500363;12171600;14709557;18337751,HPRD;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;PhosphoNetworks;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;phosphoELM;phosphoELM_MIMP
O00418,P05771,S366,Phosphorylation,1.0,KEA,literature_supported,False,1,17570479,KEA
